,filename,token1,channel,i,trap,Organism,Term_Source,Term_Accession,Strain,Genotype,Imagetype,Investigation,Study,Assay
0,img_000000000_01-BF0_000_trap_007.tif,0,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R2,derived,I3,S1,A6
1,img_000000000_01-BF0_001_trap_007.tif,0,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I0,raw,I3,S2,A2
2,img_000000000_01-BF0_002_trap_007.tif,0,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R1,raw,I1,S2,A2
3,img_000000000_03-GFPdouble_000_trap_007.tif,0,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R3,derived,I2,S1,A1
4,img_000000000_03-GFPdouble_001_trap_007.tif,0,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,X2,raw,I2,S2,A3
5,img_000000000_03-GFPdouble_002_trap_007.tif,0,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,derived,I3,S1,A1
6,img_000000000_04-RFPdouble_000_trap_007.tif,0,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,D1,derived,I2,S1,A1
7,img_000000000_04-RFPdouble_001_trap_007.tif,0,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D3,raw,I2,S2,A3
8,img_000000000_04-RFPdouble_002_trap_007.tif,0,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R2,raw,I1,S2,A2
9,img_000000001_01-BF0_000_trap_007.tif,1,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X2,derived,I3,S2,A0
10,img_000000001_01-BF0_001_trap_007.tif,1,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D0,raw,I2,S2,A7
11,img_000000001_01-BF0_002_trap_007.tif,1,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R2,raw,I1,S1,A5
12,img_000000001_03-GFPdouble_000_trap_007.tif,1,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D2,derived,I3,S0,A5
13,img_000000001_03-GFPdouble_001_trap_007.tif,1,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X2,derived,I1,S1,A8
14,img_000000001_03-GFPdouble_002_trap_007.tif,1,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R1,derived,I2,S0,A4
15,img_000000001_04-RFPdouble_000_trap_007.tif,1,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X3,derived,I2,S2,A2
16,img_000000001_04-RFPdouble_001_trap_007.tif,1,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R3,derived,I2,S0,A9
17,img_000000001_04-RFPdouble_002_trap_007.tif,1,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D1,derived,I2,S1,A3
18,img_000000002_01-BF0_000_trap_007.tif,2,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X0,raw,I3,S2,A8
19,img_000000002_01-BF0_001_trap_007.tif,2,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R0,derived,I2,S2,A2
20,img_000000002_01-BF0_002_trap_007.tif,2,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D0,raw,I1,S1,A4
21,img_000000002_03-GFPdouble_000_trap_007.tif,2,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I1,derived,I3,S1,A8
22,img_000000002_03-GFPdouble_001_trap_007.tif,2,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X2,derived,I3,S1,A7
23,img_000000002_03-GFPdouble_002_trap_007.tif,2,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I1,raw,I1,S2,A1
24,img_000000002_04-RFPdouble_000_trap_007.tif,2,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R1,derived,I1,S2,A7
25,img_000000002_04-RFPdouble_001_trap_007.tif,2,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I1,raw,I3,S0,A3
26,img_000000002_04-RFPdouble_002_trap_007.tif,2,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R2,raw,I1,S0,A6
27,img_000000003_01-BF0_000_trap_007.tif,3,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D2,raw,I3,S2,A2
28,img_000000003_01-BF0_001_trap_007.tif,3,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X3,derived,I1,S0,A3
29,img_000000003_01-BF0_002_trap_007.tif,3,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X3,raw,I1,S1,A3
30,img_000000003_03-GFPdouble_000_trap_007.tif,3,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I1,raw,I1,S0,A7
31,img_000000003_03-GFPdouble_001_trap_007.tif,3,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,I1,derived,I3,S0,A1
32,img_000000003_03-GFPdouble_002_trap_007.tif,3,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R0,raw,I3,S0,A7
33,img_000000003_04-RFPdouble_000_trap_007.tif,3,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X0,derived,I2,S0,A1
34,img_000000003_04-RFPdouble_001_trap_007.tif,3,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X2,raw,I1,S1,A7
35,img_000000003_04-RFPdouble_002_trap_007.tif,3,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X2,derived,I1,S2,A7
36,img_000000004_01-BF0_000_trap_007.tif,4,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I3,derived,I2,S2,A3
37,img_000000004_01-BF0_001_trap_007.tif,4,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X0,derived,I3,S0,A6
38,img_000000004_01-BF0_002_trap_007.tif,4,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,raw,I2,S0,A6
39,img_000000004_03-GFPdouble_000_trap_007.tif,4,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R1,derived,I1,S0,A5
40,img_000000004_03-GFPdouble_001_trap_007.tif,4,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D0,raw,I2,S1,A3
41,img_000000004_03-GFPdouble_002_trap_007.tif,4,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R1,raw,I2,S0,A5
42,img_000000004_04-RFPdouble_000_trap_007.tif,4,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R3,raw,I2,S0,A2
43,img_000000004_04-RFPdouble_001_trap_007.tif,4,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R1,derived,I2,S0,A7
44,img_000000004_04-RFPdouble_002_trap_007.tif,4,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D1,derived,I2,S1,A6
45,img_000000005_01-BF0_000_trap_007.tif,5,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R2,derived,I1,S0,A1
46,img_000000005_01-BF0_001_trap_007.tif,5,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X1,raw,I3,S1,A7
47,img_000000005_01-BF0_002_trap_007.tif,5,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X3,raw,I1,S2,A1
48,img_000000005_03-GFPdouble_000_trap_007.tif,5,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I0,raw,I2,S2,A3
49,img_000000005_03-GFPdouble_001_trap_007.tif,5,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,I0,raw,I3,S2,A2
50,img_000000005_03-GFPdouble_002_trap_007.tif,5,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,D3,raw,I3,S0,A0
51,img_000000005_04-RFPdouble_000_trap_007.tif,5,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,D0,derived,I2,S2,A9
52,img_000000005_04-RFPdouble_001_trap_007.tif,5,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R0,derived,I2,S0,A3
53,img_000000005_04-RFPdouble_002_trap_007.tif,5,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X1,raw,I2,S2,A8
54,img_000000006_01-BF0_000_trap_007.tif,6,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X3,raw,I2,S2,A7
55,img_000000006_01-BF0_001_trap_007.tif,6,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D3,derived,I3,S1,A5
56,img_000000006_01-BF0_002_trap_007.tif,6,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D1,derived,I1,S0,A7
57,img_000000006_03-GFPdouble_000_trap_007.tif,6,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D1,raw,I1,S0,A5
58,img_000000006_03-GFPdouble_001_trap_007.tif,6,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I2,raw,I2,S0,A6
59,img_000000006_03-GFPdouble_002_trap_007.tif,6,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I0,derived,I3,S0,A2
60,img_000000006_04-RFPdouble_000_trap_007.tif,6,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X2,derived,I1,S2,A9
61,img_000000006_04-RFPdouble_001_trap_007.tif,6,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,D0,derived,I1,S0,A0
62,img_000000006_04-RFPdouble_002_trap_007.tif,6,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D1,raw,I1,S2,A3
63,img_000000007_01-BF0_000_trap_007.tif,7,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X0,raw,I1,S1,A3
64,img_000000007_01-BF0_001_trap_007.tif,7,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,D1,derived,I1,S1,A0
65,img_000000007_01-BF0_002_trap_007.tif,7,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R0,raw,I2,S1,A7
66,img_000000007_03-GFPdouble_000_trap_007.tif,7,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R0,raw,I1,S1,A7
67,img_000000007_03-GFPdouble_001_trap_007.tif,7,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,raw,I1,S1,A8
68,img_000000007_03-GFPdouble_002_trap_007.tif,7,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R3,derived,I2,S2,A0
69,img_000000007_04-RFPdouble_000_trap_007.tif,7,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R1,raw,I3,S0,A8
70,img_000000007_04-RFPdouble_001_trap_007.tif,7,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I3,raw,I3,S2,A8
71,img_000000007_04-RFPdouble_002_trap_007.tif,7,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R0,derived,I2,S2,A5
72,img_000000008_01-BF0_000_trap_007.tif,8,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X0,derived,I1,S2,A4
73,img_000000008_01-BF0_001_trap_007.tif,8,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D3,derived,I3,S2,A8
74,img_000000008_01-BF0_002_trap_007.tif,8,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R2,derived,I1,S0,A2
75,img_000000008_03-GFPdouble_000_trap_007.tif,8,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R3,derived,I3,S1,A5
76,img_000000008_03-GFPdouble_001_trap_007.tif,8,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D3,raw,I3,S1,A9
77,img_000000008_03-GFPdouble_002_trap_007.tif,8,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X2,raw,I3,S2,A1
78,img_000000008_04-RFPdouble_000_trap_007.tif,8,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R2,derived,I3,S2,A2
79,img_000000008_04-RFPdouble_001_trap_007.tif,8,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D1,raw,I1,S1,A6
80,img_000000008_04-RFPdouble_002_trap_007.tif,8,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D3,derived,I1,S2,A5
81,img_000000009_01-BF0_000_trap_007.tif,9,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,I0,raw,I1,S2,A2
82,img_000000009_01-BF0_001_trap_007.tif,9,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R2,raw,I3,S2,A8
83,img_000000009_01-BF0_002_trap_007.tif,9,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X1,raw,I2,S1,A4
84,img_000000009_03-GFPdouble_000_trap_007.tif,9,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I0,raw,I3,S2,A1
85,img_000000009_03-GFPdouble_001_trap_007.tif,9,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I3,raw,I1,S0,A6
86,img_000000009_03-GFPdouble_002_trap_007.tif,9,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I0,derived,I3,S1,A0
87,img_000000009_04-RFPdouble_000_trap_007.tif,9,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I0,derived,I3,S0,A1
88,img_000000009_04-RFPdouble_001_trap_007.tif,9,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I0,derived,I1,S0,A8
89,img_000000009_04-RFPdouble_002_trap_007.tif,9,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I1,derived,I1,S0,A3
90,img_000000010_01-BF0_000_trap_007.tif,10,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X3,raw,I2,S2,A2
91,img_000000010_01-BF0_001_trap_007.tif,10,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D1,raw,I3,S2,A7
92,img_000000010_01-BF0_002_trap_007.tif,10,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D2,derived,I3,S1,A8
93,img_000000010_03-GFPdouble_000_trap_007.tif,10,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I1,raw,I2,S0,A0
94,img_000000010_03-GFPdouble_001_trap_007.tif,10,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X1,raw,I2,S0,A7
95,img_000000010_03-GFPdouble_002_trap_007.tif,10,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R0,raw,I1,S2,A4
96,img_000000010_04-RFPdouble_000_trap_007.tif,10,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R2,derived,I2,S1,A0
97,img_000000010_04-RFPdouble_001_trap_007.tif,10,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I2,raw,I3,S2,A0
98,img_000000010_04-RFPdouble_002_trap_007.tif,10,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R0,derived,I1,S2,A9
99,img_000000011_01-BF0_000_trap_007.tif,11,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D3,derived,I1,S1,A2
100,img_000000011_01-BF0_001_trap_007.tif,11,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D2,raw,I2,S2,A7
101,img_000000011_01-BF0_002_trap_007.tif,11,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R0,derived,I3,S1,A8
102,img_000000011_03-GFPdouble_000_trap_007.tif,11,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R1,derived,I3,S1,A0
103,img_000000011_03-GFPdouble_001_trap_007.tif,11,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D3,raw,I1,S2,A6
104,img_000000011_03-GFPdouble_002_trap_007.tif,11,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D3,derived,I2,S0,A3
105,img_000000011_04-RFPdouble_000_trap_007.tif,11,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D1,derived,I1,S0,A1
106,img_000000011_04-RFPdouble_001_trap_007.tif,11,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I2,raw,I3,S1,A7
107,img_000000011_04-RFPdouble_002_trap_007.tif,11,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D3,derived,I2,S2,A7
